DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,Annual_Precipitation_2000,Annual_Precipitation_2005,Annual_Precipitation_2010,Annual_Precipitation_2015,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,BUILT_Population_1990,BUILT_Population_2000,BUILT_Population_2014,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Drought_Episodes,Enhanced_Vegetation_Index_1985,Enhanced_Vegetation_Index_1990,Enhanced_Vegetation_Index_1995,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Global_Human_Footprint,Gross_Cell_Production,Growing_Season_Length,Irrigation,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Livestock_Cattle,Livestock_Chickens,Livestock_Ducks,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Malaria_Incidence_2000,Malaria_Incidence_2005,Malaria_Incidence_2010,Malaria_Incidence_2015,Malaria_Prevalence_2000,Malaria_Prevalence_2005,Malaria_Prevalence_2010,Malaria_Prevalence_2015,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Nightlights_Composite,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,PET_2000,PET_2005,PET_2010,PET_2015,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_1985,Rainfall_1990,Rainfall_1995,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Slope,SMOD_Population_1990,SMOD_Population_2000,SMOD_Population_2015,Temperature_April,Temperature_August,Temperature_December,Temperature_February,Temperature_January,Temperature_July,Temperature_June,Temperature_March,Temperature_May,Temperature_November,Temperature_October,Temperature_September,Travel_Times_2000,Travel_Times_2015,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015
UG201800000001,UGGE7IFL,UG,2018.0,1.0,UG2018MIS,180651.5625,213551.3125,251449.875,119.84166717529297,87.57500457763672,145.5500030517578,138.75833129882812,32.38964080810547,22.455127716064453,38.05228805541992,39.36406707763672,0.6924072178927335,0.8688687411221591,0.8965818231756036,32.457271575927734,32.6533317565918,33.04666519165039,33.26333236694336,12.358333587646484,12.133333206176758,12.091667175292969,11.466667175292969,-9999,3131.0,3039.0,3004.0,3015.0,2813.0,2402.0,2369.0,0.0,0.0,0.0,0.0,80.25,946.7068481445312,-807,0.0,0.0,0.2060441539484126,0.41814822224613796,25.600908279418945,26.22249984741211,26.539167404174805,26.594999313354492,0.0,0.0,-1.0,0.0,0.0,0.0,0.22214750945568085,0.21293333172798157,0.13750679790973663,0.0966539978981018,0.19080473482608795,0.17000623047351837,0.09177803993225098,0.06604177504777908,29.183334350585938,29.666667938232422,29.516666412353516,28.858333587646484,22.96666717529297,23.575000762939453,23.450000762939453,23.09166717529297,16.825000762939453,17.53333282470703,17.42500114440918,17.391666412353516,10.855757088496768,18.744544982910156,19.79166603088379,20.031665802001953,19.926666259765625,3.700000047683716,3.9000000953674316,3.825000047683716,3.5250000953674316,148744.75,5823.893028846154,8985.048549107143,1066,1188,1304,1252,1102,1253,1271,0.4332733452320099,3.0,3.0,3.0,22.020000457763672,20.940000534057617,21.989999771118164,22.542999267578125,22.517000198364258,20.71299934387207,21.235000610351562,22.469999313354492,21.676000595092773,22.017000198364258,22.020000457763672,21.53700065612793,4.875,0.0,1270.5611049107142,1499.7114955357142,1772.834681919643,2087.456612723214,89709.125,107876.9140625,129241.484375,153374.265625,6515.4560546875,7834.9599609375,9386.640625,11139.3720703125,16.489166259765625,14.22499942779541,18.38083267211914,16.577499389648438
UG201800000002,UGGE7IFL,UG,2018.0,2.0,UG2018MIS,220061.46875,260138.4375,306304.75,119.84166717529297,87.57500457763672,145.5500030517578,138.75833129882812,32.38964080810547,22.455127716064453,38.05228805541992,39.36406707763672,0.7805923734392438,0.9430502482822963,0.9701450211661202,32.457271575927734,32.6533317565918,33.04666519165039,33.26333236694336,12.358333587646484,12.133333206176758,12.091667175292969,11.466667175292969,-9999,3131,3039,3004,3015,2813,2402,2369,0.0,0.0,0.0,0.0,79.33333333333333,946.7068481445312,-807,0.0,0.0,0.21178680562827723,0.4266676672406328,25.600908279418945,26.22249984741211,26.539167404174805,26.594999313354492,4.828805541992187,23.808966064453124,-1.0,26.772294108072916,3.6438232421875,5.522849527994792,0.22483910620212555,0.20325204730033875,0.12215758860111237,0.09574835002422333,0.19256354868412018,0.15640594065189362,0.07768461853265762,0.06527600437402725,29.183334350585938,29.666667938232422,29.516666412353516,28.858333587646484,22.96666717529297,23.575000762939453,23.450000762939453,23.09166717529297,16.825000762939453,17.53333282470703,17.42500114440918,17.391666412353516,7.445556640625,18.744544982910156,19.79166603088379,20.031665802001953,19.926666259765625,3.700000047683716,3.9000000953674316,3.825000047683716,3.5250000953674316,149570.875,8521.330528846154,11607.861979166666,1066,1188,1304,1252,1102,1253,1271,0.4858898162841797,3.0,3.0,3.0,21.895999908447266,20.812999725341797,21.6820011138916,22.26799964904785,22.141000747680664,20.469999313354492,21.045000076293945,22.315000534057617,21.545000076293945,21.83300018310547,21.819000244140625,21.304000854492188,4.4,0.0,2130.0198102678573,2514.176339285714,2972.051339285714,3499.4958147321427,89760.5390625,108108.3671875,129726.078125,154200.5625,6953.802604166666,8375.219791666666,10049.95625,11946.008333333333,16.489166259765625,14.22499942779541,18.38083267211914,16.577499389648438
UG201800000003,UGGE7IFL,UG,2018.0,3.0,UG2018MIS,109263.375,129162.109375,152084.28125,119.84166717529297,87.57500457763672,145.5500030517578,138.75833129882812,32.38964080810547,22.455127716064453,38.05228805541992,39.36406707763672,0.5733811305119441,0.8271634762103741,0.950098624596229,30.67727279663086,30.68666648864746,31.836666107177734,32.74333190917969,12.358333587646484,12.133333206176758,12.091667175292969,11.466667175292969,-9999,3916.0,3821.0,3856.0,3901.0,3925.0,3432.0,3486.0,0.0,0.0,0.0,0.0,79.85714285714286,946.7068481445312,-807,0.0,0.0,0.29870203688617597,0.5701681627474825,24.060909271240234,24.68083381652832,25.47916603088379,25.950834274291992,31.92970711844308,532.9890834263393,-1.0,43.52323695591518,5.136623927525112,18.07606942313058,0.29100462794303894,0.26964783668518066,0.17211145162582397,0.12495081126689911,0.26977214217185974,0.23380637168884277,0.12182766199111938,0.08926989138126373,29.183334350585938,29.666667938232422,29.516666412353516,28.858333587646484,22.96666717529297,23.575000762939453,23.450000762939453,23.09166717529297,16.825000762939453,17.53333282470703,17.42500114440918,17.391666412353516,3.762486775716146,17.44454574584961,18.674999237060547,19.121665954589844,19.15833282470703,3.700000047683716,3.9000000953674316,3.825000047683716,3.5250000953674316,152092.6826923077,8524.505580357143,13095.610576923076,1093.0,1205.0,1238.0,1267.0,1082.0,1251.0,1244.0,0.4261398656027658,3.0,3.0,3.0,21.895999908447266,20.812999725341797,21.6820011138916,22.26799964904785,22.141000747680664,20.469999313354492,21.045000076293945,22.315000534057617,21.545000076293945,21.83300018310547,21.819000244140625,21.304000854492188,7.571428571428571,0.0,1310.590087890625,1546.9598388671875,1828.687744140625,2153.221923828125,88126.78125,106095.546875,127255.6015625,151197.359375,7314.920758928572,8806.40904017857,10562.79017857143,12550.06361607143,16.489166259765625,14.22499942779541,18.38083267211914,16.577499389648438
UG201800000004,UGGE7IFL,UG,2018.0,4.0,UG2018MIS,155812.71875,184188.875,216876.5625,119.84166717529297,87.57500457763672,145.5500030517578,138.75833129882812,32.38964080810547,22.455127716064453,38.05228805541992,39.36406707763672,0.6882671009410511,0.856168660250577,0.9634574543346058,29.253637313842773,29.36833381652832,29.625,30.975000381469727,12.358333587646484,12.133333206176758,12.091667175292969,11.466667175292969,-9999,4599,4513,4399,4230,4289,3962,3913,0.0,0.0,0.0,0.0,83.71428571428571,946.7068481445312,-807,0.0,0.0,0.1914248124250955,0.39097544974645665,23.0163631439209,23.477500915527344,23.90166664123535,24.5766658782959,23.082512991768972,890.1018415178571,-1.0,51.392935616629465,13.293445042201451,24.30434308733259,0.22140030562877655,0.1990622580051422,0.12180444598197937,0.09502308815717697,0.19033776223659515,0.15338930487632751,0.07808314263820648,0.06482502818107605,29.183334350585938,29.666667938232422,29.516666412353516,28.858333587646484,22.96666717529297,23.575000762939453,23.450000762939453,23.09166717529297,16.825000762939453,17.53333282470703,17.42500114440918,17.391666412353516,6.441083184603987,16.779090881347656,17.586666107177734,18.178333282470703,18.178333282470703,3.700000047683716,3.9000000953674316,3.825000047683716,3.5250000953674316,147303.25,9386.338341346154,11593.765625,1120,1251,1385,1245,1095,1296,1373,0.339392934526716,3.0,3.0,3.0,21.881000518798828,20.805999755859375,21.770999908447266,22.325000762939453,22.2450008392334,20.531999588012695,21.08099937438965,22.31599998474121,21.548999786376953,21.858999252319336,21.898000717163086,21.350000381469727,4.571428571428571,0.0,1520.7705729166667,1795.0470052083333,2121.9557291666665,2498.5354166666666,91141.171875,109630.3828125,131380.53125,155958.65625,7565.088169642857,9099.767857142857,10905.11830357143,12945.203125,16.489166259765625,14.22499942779541,18.38083267211914,16.577499389648438
UG201800000005,UGGE7IFL,UG,2018.0,5.0,UG2018MIS,188925.375,223331.921875,262966.25,119.84166717529297,87.57500457763672,145.5500030517578,138.75833129882812,32.38964080810547,22.455127716064453,38.05228805541992,39.36406707763672,0.882359871497521,0.975167494553786,0.9849486717810998,32.457271575927734,32.6533317565918,33.04666519165039,33.26333236694336,12.358333587646484,12.133333206176758,12.091667175292969,11.466667175292969,-9999,3131.0,3039.0,3004.0,3015.0,2813.0,2402.0,2369.0,0.0,0.0,0.0,0.0,85.6875,946.7068481445312,-807,0.0,0.0,0.1914248124250955,0.39097544974645665,25.600908279418945,26.22249984741211,26.539167404174805,26.594999313354492,0.8361255526542664,4.904303550720215,-1.0,11.507705688476562,0.933582067489624,0.5249152183532715,0.22140030562877655,0.1990622580051422,0.12180444598197937,0.09502308815717697,0.19033776223659515,0.15338930487632751,0.07808314263820648,0.06482502818107605,29.183334350585938,29.666667938232422,29.516666412353516,28.858333587646484,22.96666717529297,23.575000762939453,23.450000762939453,23.09166717529297,16.825000762939453,17.53333282470703,17.42500114440918,17.391666412353516,13.090251001818427,18.744544982910156,19.79166603088379,20.031665802001953,19.926666259765625,3.700000047683716,3.9000000953674316,3.825000047683716,3.5250000953674316,147721.3409090909,8426.436197916666,10331.356971153846,1066.0,1188.0,1304.0,1252.0,1102.0,1253.0,1271.0,0.40490981936454773,3.0,3.0,3.0,21.881000518798828,20.805999755859375,21.770999908447266,22.325000762939453,22.2450008392334,20.531999588012695,21.08099937438965,22.31599998474121,21.548999786376953,21.858999252319336,21.898000717163086,21.350000381469727,2.75,0.0,1625.5317708333334,1918.70234375,2268.1309895833333,2670.6520833333334,100623.4140625,121013.40625,144993.96875,172085.046875,7308.13427734375,8789.0302734375,10530.7041015625,12498.2890625,16.489166259765625,14.22499942779541,18.38083267211914,16.577499389648438
UG201800000006,UGGE7IFL,UG,2018.0,6.0,UG2018MIS,91964.75,108713.109375,128006.2265625,119.84166717529297,87.57500457763672,145.5500030517578,138.75833129882812,32.38964080810547,22.455127716064453,38.05228805541992,39.36406707763672,0.8490470250447592,0.8717368443806967,0.8758295377095541,32.457271575927734,32.6533317565918,33.04666519165039,33.26333236694336,12.358333587646484,12.133333206176758,12.091667175292969,11.466667175292969,-9999,3131,3039,3004,3015,2813,2402,2369,0.0,0.0,0.0,0.0,90.6,946.7068481445312,-807,0.0,0.0,0.1914248124250955,0.39097544974645665,25.600908279418945,26.22249984741211,26.539167404174805,26.594999313354492,0.0,0.0,-1.0,0.0,0.0,0.0,0.22140030562877655,0.1990622580051422,0.12180444598197937,0.09502308815717697,0.19033776223659515,0.15338930487632751,0.07808314263820648,0.06482502818107605,29.183334350585938,29.666667938232422,29.516666412353516,28.858333587646484,22.96666717529297,23.575000762939453,23.450000762939453,23.09166717529297,16.825000762939453,17.53333282470703,17.42500114440918,17.391666412353516,23.852574841729528,18.744544982910156,19.79166603088379,20.031665802001953,19.926666259765625,3.700000047683716,3.9000000953674316,3.825000047683716,3.5250000953674316,146320.51923076922,6723.237379807692,8131.806490384615,1066.0,1188.0,1304.0,1252.0,1102.0,1253.0,1271.0,0.42130112648010254,3.0,3.0,3.0,21.881000518798828,20.805999755859375,21.770999908447266,22.325000762939453,22.2450008392334,20.531999588012695,21.08099937438965,22.31599998474121,21.548999786376953,21.858999252319336,21.898000717163086,21.350000381469727,1.5,0.0,1334.7375,1575.4622395833333,1862.380859375,2192.894010416667,83505.84375,100428.03125,120330.515625,142814.5,6064.904296875,7293.9375,8739.4248046875,10372.4033203125,16.489166259765625,14.22499942779541,18.38083267211914,16.577499389648438
UG201800000007,UGGE7IFL,UG,2018.0,7.0,UG2018MIS,159245.3125,188246.625,221654.4375,119.84166717529297,87.57500457763672,145.5500030517578,138.75833129882812,32.38964080810547,22.455127716064453,38.05228805541992,39.36406707763672,0.9224081039428711,0.9557878176371256,0.9855016072591146,32.457271575927734,32.6533317565918,33.04666519165039,33.26333236694336,12.358333587646484,12.133333206176758,12.091667175292969,11.466667175292969,-9999,3131,3039,3004,3015,2813,2402,2369,0.0,0.0,0.0,0.0,90.2,946.7068481445312,-807,0.0,0.0,0.1914248124250955,0.39097544974645665,25.600908279418945,26.22249984741211,26.539167404174805,26.594999313354492,0.0,0.0,-1.0,0.0,0.0,0.0,0.22140030562877655,0.1990622580051422,0.12180444598197937,0.09502308815717697,0.19033776223659515,0.15338930487632751,0.07808314263820648,0.06482502818107605,29.183334350585938,29.666667938232422,29.516666412353516,28.858333587646484,22.96666717529297,23.575000762939453,23.450000762939453,23.09166717529297,16.825000762939453,17.53333282470703,17.42500114440918,17.391666412353516,19.172003173828124,18.744544982910156,19.79166603088379,20.031665802001953,19.926666259765625,3.700000047683716,3.9000000953674316,3.825000047683716,3.5250000953674316,146114.14423076922,8176.998697916667,9091.975961538461,1066.0,1188.0,1304.0,1252.0,1102.0,1253.0,1271.0,0.36544682184855143,3.0,3.0,3.0,21.881000518798828,20.805999755859375,21.770999908447266,22.325000762939453,22.2450008392334,20.531999588012695,21.08099937438965,22.31599998474121,21.548999786376953,21.858999252319336,21.898000717163086,21.350000381469727,2.2,0.0,1493.4793526785713,1762.833705357143,2083.8762555803573,2453.697823660714,87777.21875,105565.40625,126486.3984375,150121.3125,6800.134375,8178.191666666667,9798.948958333332,11629.955208333333,16.489166259765625,14.22499942779541,18.38083267211914,16.577499389648438
UG201800000008,UGGE7IFL,UG,2018.0,8.0,UG2018MIS,119856.84375,141684.828125,166829.375,119.84166717529297,87.57500457763672,145.5500030517578,138.75833129882812,32.38964080810547,22.455127716064453,38.05228805541992,39.36406707763672,0.49205537637074787,0.7073184649149576,0.8321019013722738,29.253637313842773,29.36833381652832,29.625,30.975000381469727,12.358333587646484,12.133333206176758,12.091667175292969,11.466667175292969,-9999,4599.0,4513.0,4399.0,4230.0,4289.0,3962.0,3913.0,0.0,0.0,0.0,0.0,76.35714285714286,946.7068481445312,-807,0.0,0.0,0.3359903179267384,0.630400634124741,23.0163631439209,23.477500915527344,23.90166664123535,24.5766658782959,46.20898873465402,1465.3074776785713,-1.0,120.17159598214286,40.147696358816965,51.448032924107146,0.3129924237728119,0.28445160388946533,0.18246684968471527,0.1312858760356903,0.28243064880371094,0.23934286832809448,0.12652549147605896,0.09160658717155457,29.183334350585938,29.666667938232422,29.516666412353516,28.858333587646484,22.96666717529297,23.575000762939453,23.450000762939453,23.09166717529297,16.825000762939453,17.53333282470703,17.42500114440918,17.391666412353516,4.652512122844827,16.779090881347656,17.586666107177734,18.178333282470703,18.178333282470703,3.700000047683716,3.9000000953674316,3.825000047683716,3.5250000953674316,148615.625,10093.870192307691,12846.357142857143,1120,1251,1385,1245,1095,1296,1373,0.35270261764526367,3.0,3.0,3.0,21.881000518798828,20.805999755859375,21.770999908447266,22.325000762939453,22.2450008392334,20.531999588012695,21.08099937438965,22.31599998474121,21.548999786376953,21.858999252319336,21.898000717163086,21.350000381469727,5.642857142857143,0.0,1199.9044363839287,1416.3116629464287,1674.24609375,1971.3716517857142,68868.4140625,83005.1640625,99675.890625,118568.7265625,5716.362723214285,6889.771763392857,8273.511160714286,9841.69419642857,16.489166259765625,14.22499942779541,18.38083267211914,16.577499389648438
UG201800000009,UGGE7IFL,UG,2018.0,9.0,UG2018MIS,149556.71875,176793.5625,208168.796875,119.84166717529297,87.57500457763672,145.5500030517578,138.75833129882812,32.38964080810547,22.455127716064453,38.05228805541992,39.36406707763672,0.8580651650061975,0.909737073458158,0.9823713302612305,31.191818237304688,31.77833366394043,32.58000183105469,33.06999969482422,12.358333587646484,12.133333206176758,12.091667175292969,11.466667175292969,-9999,2603,2851,2866,2723,2578,2332,2366,0.0,0.0,0.0,0.0,88.875,946.7068481445312,-807.0,0.0,0.0,0.1914248124250955,0.39097544974645665,24.817272186279297,25.47333335876465,26.09000015258789,26.40333366394043,6.367913722991943,1342.662109375,-1.0,66.35213470458984,27.361343383789062,125.5921630859375,0.22140030562877655,0.1990622580051422,0.12180444598197937,0.09502308815717697,0.19033776223659515,0.15338930487632751,0.07808314263820648,0.06482502818107605,29.183334350585938,29.666667938232422,29.516666412353516,28.858333587646484,22.96666717529297,23.575000762939453,23.450000762939453,23.09166717529297,16.825000762939453,17.53333282470703,17.42500114440918,17.391666412353516,8.718722639412716,18.44272804260254,19.168333053588867,19.600000381469727,19.736665725708008,3.700000047683716,3.9000000953674316,3.825000047683716,3.5250000953674316,145174.0,7826.758413461538,10721.164663461539,1066,1188,1304,1252,1102,1253,1271,0.23378553986549377,3.0,3.0,3.0,21.881000518798828,20.805999755859375,21.770999908447266,22.325000762939453,22.2450008392334,20.531999588012695,21.08099937438965,22.31599998474121,21.548999786376953,21.858999252319336,21.898000717163086,21.350000381469727,4.6875,0.0,1243.2622767857142,1467.4891183035713,1734.744140625,2042.606166294643,104628.4296875,125833.65625,150773.96875,178950.34375,7598.99658203125,9139.099609375,10950.47265625,12996.87890625,16.489166259765625,14.22499942779541,18.38083267211914,16.577499389648438
UG201800000010,UGGE7IFL,UG,2018.0,10.0,UG2018MIS,152633.875,180431.125,212451.90625,119.84166717529297,87.57500457763672,145.5500030517578,138.75833129882812,32.38964080810547,22.455127716064453,38.05228805541992,39.36406707763672,0.8463136966411884,0.9133378542386569,0.9829188860379733,32.457271575927734,32.6533317565918,33.04666519165039,33.26333236694336,12.358333587646484,12.133333206176758,12.091667175292969,11.466667175292969,-9999,3131,3039,3004,3015,2813,2402,2369,0.0,0.0,0.0,0.0,90.6,946.7068481445312,-807.0,0.0,0.0,0.1914248124250955,0.39097544974645665,25.600908279418945,26.22249984741211,26.539167404174805,26.594999313354492,0.6052346547444661,2.5331939697265624,-1.0,6.254831949869792,0.4613462766011556,0.4653451601664225,0.22140030562877655,0.1990622580051422,0.12180444598197937,0.09502308815717697,0.19033776223659515,0.15338930487632751,0.07808314263820648,0.06482502818107605,29.183334350585938,29.666667938232422,29.516666412353516,28.858333587646484,22.96666717529297,23.575000762939453,23.450000762939453,23.09166717529297,16.825000762939453,17.53333282470703,17.42500114440918,17.391666412353516,10.652131733141447,18.744544982910156,19.79166603088379,20.031665802001953,19.926666259765625,3.700000047683716,3.9000000953674316,3.825000047683716,3.5250000953674316,145546.61458333334,8358.118990384615,10077.328725961539,1066,1188,1304,1252,1102,1253,1271,0.28561894098917645,3.0,3.0,3.0,21.881000518798828,20.805999755859375,21.770999908447266,22.325000762939453,22.2450008392334,20.531999588012695,21.08099937438965,22.31599998474121,21.548999786376953,21.858999252319336,21.898000717163086,21.350000381469727,3.8,0.0,1439.6779947916666,1699.329296875,2008.80625,2365.30546875,93712.59375,112705.4375,135043.65625,160280.265625,7259.946875,8731.328125,10461.877083333333,12416.966666666667,16.489166259765625,14.22499942779541,18.38083267211914,16.577499389648438
